RefSeq,JOA1,JOA2,JOA3,JOA4,JOA5,JOB1,JOB2,JOB3,JOB4,JOB5
NM_198889.1,16,18,33,12,10,5,30,12,9,24
NM_198892.1,2,2,3,4,0,1,1,4,1,1
NM_198893.1,4,7,8,6,3,0,3,10,2,1
NM_198896.1,0,0,1,1,0,0,2,3,2,3
NM_198897.1,0,0,0,0,0,0,0,0,0,1
NM_198900.2,0,5,3,2,0,1,5,3,3,3
NM_198901.1,0,3,3,9,6,1,6,25,21,19
NM_198902.1,0,0,0,0,0,1,0,0,1,0
NM_198903.1,0,0,0,0,0,0,0,0,0,0
NM_198904.1,0,0,0,0,0,2,9,25,16,22
NM_198920.1,1,0,2,1,0,0,0,2,0,1
NM_198923.2,0,0,0,0,0,0,0,0,0,0
NM_198924.2,0,0,0,0,0,0,0,0,0,0
NM_198925.1,0,5,10,13,6,4,3,3,1,4
NM_198926.1,1,3,0,0,0,0,2,2,1,0
NM_198928.3,0,0,0,0,0,0,0,0,0,0
NM_198929.3,0,0,0,0,0,0,0,0,0,0
NM_198930.2,0,1,0,0,0,0,0,0,0,1
NM_198935.1,0,3,10,8,6,4,1,7,8,10
NM_198938.1,2,2,9,6,3,0,2,8,4,5
NM_198940.1,0,0,0,0,0,0,0,0,0,0
NM_198941.1,0,0,0,0,0,0,0,1,0,0
NM_198944.1,0,0,0,0,0,0,0,0,0,0
NM_198945.2,0,0,0,0,0,0,0,0,0,0
NM_198946.2,0,0,0,0,0,0,0,0,0,0
NM_198947.2,1,15,6,12,3,1,6,3,0,0
NM_198948.1,0,0,0,0,0,0,0,0,0,0
NM_198949.1,0,0,0,0,0,0,0,0,0,0
NM_198950.1,0,1,7,3,3,0,1,1,0,0
NM_198951.1,0,0,0,0,0,0,0,0,0,0
NM_198952.1,0,0,0,0,0,0,0,0,0,0
NM_198953.1,0,0,0,0,0,0,0,0,0,0
NM_198954.1,1,1,0,0,0,0,0,0,0,0
NM_198955.1,0,0,0,0,0,0,0,0,0,0
NM_198956.1,0,0,0,0,0,0,0,0,0,0
NM_198963.1,1,1,4,9,3,1,3,3,2,5
NM_198964.1,0,1,1,0,0,0,0,0,0,0
NM_198965.1,0,0,0,0,0,0,0,0,0,0
NM_198966.1,0,0,0,0,0,0,0,0,1,1
NM_198968.2,4,3,14,9,6,4,5,18,2,8
NM_198969.1,0,0,0,0,0,0,0,0,0,0
NM_198970.1,0,0,0,0,1,0,0,2,3,1
NM_198971.1,3,3,6,4,0,0,2,2,5,0
NM_198973.1,0,0,1,1,1,0,0,1,0,2
NM_198976.1,1,15,14,35,12,0,3,3,4,8
NM_198977.1,0,0,0,1,0,0,0,1,0,0
NM_198988.1,0,0,1,1,3,0,0,0,2,1
NM_198989.2,0,0,0,0,0,0,0,0,1,0
NM_198990.3,10,5,6,8,0,1,17,18,10,8
NM_198991.1,0,1,2,3,1,0,1,9,1,4
NM_198992.2,0,0,0,0,0,0,2,1,0,0
NM_198993.2,10,28,3,6,1,3,18,13,5,8
NM_198994.2,0,1,0,0,0,0,0,0,0,0
NM_198995.1,0,0,0,0,0,0,0,0,0,0
NM_198996.2,0,0,0,0,0,0,0,0,0,0
NM_198998.1,0,0,0,0,0,0,0,0,0,0
NM_198999.1,0,0,0,0,0,0,0,0,0,0
NM_199000.2,0,0,0,0,0,1,0,5,1,1
NM_199001.1,0,0,0,0,0,0,0,1,0,0
NM_199002.1,0,0,0,1,0,0,0,0,0,0
NM_199003.1,0,0,0,0,0,0,0,0,0,0
NM_199004.1,0,0,2,4,5,0,6,5,4,3
NM_199005.1,0,2,1,1,1,0,1,2,1,0
NM_199037.2,0,0,0,0,0,0,0,0,0,0
NM_199039.2,0,0,0,0,0,0,0,0,0,0
NM_199040.2,2,9,19,15,12,5,7,12,15,14
NM_199043.1,0,0,1,0,2,0,2,0,2,1
NM_199044.2,2,2,2,4,4,1,5,2,2,1
NM_199046.1,0,0,0,0,0,0,0,0,0,0
NM_199047.2,0,0,0,0,0,0,0,0,0,0
NM_199050.2,0,0,0,0,0,0,0,0,0,1
NM_199051.1,0,0,1,1,0,0,2,3,0,2
NM_199053.1,0,0,0,2,0,0,0,0,1,0
NM_199054.2,3,3,16,8,5,0,2,4,6,9
NM_199069.1,2,2,11,8,6,1,2,5,6,4
NM_199070.1,0,0,0,0,0,0,0,0,0,0
NM_199072.3,0,2,9,6,1,0,7,3,1,3
NM_199073.1,0,0,0,0,0,0,0,0,0,0
NM_199074.1,0,0,0,0,0,0,0,0,0,0
NM_199076.1,0,0,0,1,0,0,1,1,1,0
NM_199077.1,0,0,2,1,0,0,2,1,1,1
NM_199078.2,0,0,0,0,0,0,0,0,0,0
NM_199121.1,0,2,1,2,0,1,3,9,5,5
NM_199122.1,1,9,16,16,9,0,0,5,1,1
NM_199123.1,0,0,0,1,0,0,0,0,0,0
NM_199124.1,2,1,0,0,1,0,0,1,0,0
NM_199126.1,1,2,6,0,0,0,1,0,2,1
NM_199127.1,0,0,0,0,0,0,0,0,0,0
NM_199129.1,1,6,7,9,2,2,0,3,1,3
NM_199131.1,0,0,1,0,0,0,0,1,0,0
NM_199132.1,0,4,2,1,0,0,3,2,1,1
NM_199133.1,2,0,6,1,2,0,4,1,1,2
NM_199135.3,0,0,0,0,0,0,0,0,0,0
NM_199136.2,0,1,3,1,1,0,2,1,5,9
NM_199138.1,0,0,0,0,0,0,0,0,0,1
NM_199139.1,25,32,12,10,5,4,40,10,9,5
NM_199141.1,5,4,16,15,6,1,1,10,5,10
NM_199144.1,0,0,1,2,1,0,0,0,4,1
NM_199160.2,0,0,1,1,0,0,2,0,1,2
NM_199161.2,0,0,0,0,0,0,0,0,0,0
NM_199162.1,0,0,0,1,0,0,0,0,0,0
NM_199165.1,0,0,0,0,0,0,0,0,0,0
NM_199166.1,0,0,0,2,0,0,0,0,1,3
NM_199167.1,0,0,0,0,0,0,0,0,0,0
NM_199168.2,0,0,2,5,0,0,0,1,0,1
NM_199169.1,0,1,7,2,2,1,1,1,4,8
NM_199170.1,0,0,0,0,0,0,0,0,0,0
NM_199171.1,0,0,0,0,0,0,0,0,0,0
NM_199173.2,0,0,0,0,0,0,0,0,0,0
NM_199175.1,0,0,0,0,0,0,0,0,0,0
NM_199177.1,0,0,2,2,2,0,1,1,0,1
NM_199179.2,0,0,0,0,0,1,0,0,0,0
NM_199180.2,0,0,0,0,0,0,0,0,1,1
NM_199181.2,1,3,2,4,1,2,2,5,2,3
NM_199183.2,0,0,0,1,0,0,0,0,0,0
NM_199184.1,1,1,5,4,5,0,0,0,0,1
NM_199185.2,0,0,2,3,1,0,0,0,1,1
NM_199186.1,0,2,3,3,2,0,0,1,2,2
NM_199187.1,0,0,0,0,0,0,0,0,0,0
NM_199188.1,2,7,11,15,12,1,2,8,3,6
NM_199189.1,15,15,64,66,33,11,35,124,83,77
NM_199190.1,0,0,1,0,4,0,0,0,1,0
NM_199191.1,0,2,1,1,0,0,1,3,0,0
NM_199192.1,0,1,4,4,5,0,0,3,1,2
NM_199193.1,0,0,0,0,0,0,0,0,0,0
NM_199194.1,0,0,0,0,0,0,0,1,0,0
NM_199202.1,0,0,0,0,0,0,0,0,0,0
NM_199203.1,10,13,24,31,17,2,5,15,7,10
NM_199204.1,0,0,0,0,0,0,0,0,0,0
NM_199205.1,0,0,0,0,0,0,0,0,0,0
NM_199206.1,0,0,0,0,0,0,0,0,0,0
NM_199227.1,0,0,0,3,1,0,1,0,0,0
NM_199229.1,6,5,13,7,6,0,1,4,4,7
NM_199231.1,0,0,0,0,0,0,0,0,0,0
NM_199234.1,0,0,0,0,0,0,0,0,0,0
NM_199235.1,0,0,0,0,0,0,0,0,0,0
NM_199242.2,0,3,6,1,5,0,1,8,3,0
NM_199243.1,0,0,0,1,0,0,0,0,0,0
NM_199244.2,0,0,0,0,0,0,0,0,0,0
NM_199245.1,1,0,10,1,1,5,6,19,17,14
NM_199246.1,16,14,41,34,30,0,1,12,5,5
NM_199247.1,0,0,0,1,0,2,0,1,2,1
NM_199248.1,0,0,0,0,0,0,0,0,0,0
NM_199249.1,0,0,0,0,0,0,0,0,0,0
NM_199250.1,5,14,11,19,14,0,3,0,0,0
NM_199254.1,0,0,0,0,0,0,0,0,0,0
NM_199259.2,1,1,0,2,1,0,0,0,0,0
NM_199260.2,0,0,0,0,0,0,0,0,0,0
NM_199261.2,0,0,0,1,0,0,0,0,0,0
NM_199262.2,0,1,0,0,0,0,0,0,0,0
NM_199263.1,0,0,0,0,0,0,0,0,0,0
NM_199265.1,0,0,0,0,0,0,0,0,0,0
NM_199280.2,0,0,0,0,1,0,1,1,0,5
NM_199282.1,1,1,1,1,0,0,1,3,1,1
NM_199285.2,0,0,2,1,1,0,1,0,0,0
NM_199286.2,0,0,0,0,0,0,0,0,0,0
NM_199287.2,5,2,9,15,6,0,2,3,1,2
NM_199289.1,0,0,0,1,1,0,3,0,1,0
NM_199290.2,0,0,0,0,0,0,0,0,0,0
NM_199292.2,0,0,0,0,0,0,0,0,0,0
NM_199293.2,0,0,0,0,0,0,0,0,0,1
NM_199294.1,0,0,1,0,0,0,0,0,0,0
NM_199295.1,0,4,0,7,1,0,0,0,1,0
NM_199296.1,0,2,6,2,1,0,0,0,0,0
NM_199297.1,0,0,0,0,0,0,0,0,0,0
NM_199298.1,0,1,0,0,0,0,0,0,0,0
NM_199320.2,1,6,13,5,7,0,5,7,5,5
NM_199321.2,0,0,0,0,0,0,0,0,0,0
NM_199324.1,14,3,14,12,0,0,5,11,6,7
NM_199326.1,0,0,0,1,0,0,0,0,0,0
NM_199327.1,0,1,0,4,0,0,0,0,0,0
NM_199328.1,0,0,0,0,0,0,0,0,0,0
NM_199329.1,0,0,1,1,0,0,0,0,0,0
NM_199330.1,0,0,0,0,0,0,0,0,0,0
NM_199331.2,1,0,0,1,2,0,0,1,0,0
NM_199332.2,0,0,0,0,0,0,0,0,0,0
NM_199334.2,0,0,0,0,0,0,2,2,1,4
NM_199335.2,0,0,0,0,2,0,0,0,0,0
NM_199336.1,1,1,3,4,1,0,0,7,2,5
NM_199337.1,2,2,10,4,3,0,0,3,3,0
NM_199339.2,0,0,0,0,0,0,0,0,0,0
NM_199340.2,0,3,1,0,0,1,0,1,2,1
NM_199341.2,1,0,1,3,1,0,0,0,1,1
NM_199342.2,0,0,2,2,2,0,2,0,3,2
NM_199344.1,0,1,0,0,0,0,0,0,0,0
NM_199345.3,2,1,12,7,6,0,3,3,2,7
NM_199346.1,0,0,0,1,0,0,0,0,0,0
NM_199350.3,0,0,0,0,0,0,0,0,0,0
NM_199351.1,0,0,0,0,0,0,0,1,3,2
NM_199352.3,0,0,0,0,0,0,0,0,0,0
NM_199353.1,0,0,0,0,0,0,0,0,0,0
NM_199354.1,0,0,0,0,0,0,0,0,0,0
NM_199355.2,0,0,0,0,0,0,4,3,1,5
NM_199357.1,0,0,0,0,0,0,0,0,0,0
NM_199358.1,0,0,0,0,0,0,0,0,0,0
NM_199359.1,0,0,0,0,0,0,0,0,0,0
NM_199360.1,0,0,0,0,0,0,0,0,0,0
NM_199361.1,0,0,0,0,0,0,0,0,2,0
NM_199362.1,0,0,0,0,0,0,0,0,0,0
NM_199363.1,0,0,0,0,0,0,0,0,0,0
NM_199367.1,1,2,2,0,0,0,2,1,1,1
NM_199368.1,8,5,23,23,15,0,7,16,11,9
NM_199413.1,4,8,23,29,16,1,0,6,1,2
NM_199414.1,1,0,0,0,0,0,0,0,0,0
NM_199415.1,0,0,0,0,0,0,0,0,0,0
NM_199416.1,0,0,0,0,0,0,0,0,0,0
NM_199417.1,0,0,0,0,0,0,0,0,0,0
NM_199418.2,7,3,15,8,3,0,0,4,2,4
NM_199420.3,1,4,3,7,4,0,1,0,0,0
NM_199421.1,1,0,0,0,0,0,0,0,0,0
NM_199423.1,1,0,1,3,2,0,1,1,1,0
NM_199424.1,2,2,2,1,2,0,1,7,2,5
NM_199425.1,0,0,0,0,0,0,0,0,0,0
NM_199426.1,0,0,0,0,0,0,0,0,0,0
NM_199427.1,0,0,2,0,0,0,0,0,0,0
NM_199436.1,0,0,0,0,0,0,0,0,0,0
NM_199437.1,0,0,9,1,1,1,0,4,2,3
NM_199438.1,0,0,0,0,0,0,0,0,0,0
NM_199439.1,0,0,0,0,0,0,0,0,0,0
NM_199440.1,0,0,1,0,0,1,0,0,0,0
NM_199441.1,0,0,1,0,0,0,2,1,2,2
NM_199442.1,0,19,16,19,11,1,3,8,19,5
NM_199443.1,0,0,0,0,0,0,0,0,0,1
NM_199444.1,0,2,7,6,7,0,1,1,1,0
NM_199450.2,0,0,0,0,0,1,1,7,2,2
NM_199451.2,0,0,0,0,0,0,0,0,0,0
NM_199452.2,1,0,0,0,0,0,0,0,0,0
NM_199453.2,0,0,0,0,0,0,0,0,0,0
NM_199454.1,0,0,0,0,0,0,0,0,0,0
NM_199456.1,0,0,0,0,0,0,0,0,0,0
NM_199459.2,0,0,0,0,0,0,0,0,0,0
NM_199461.2,0,0,1,0,3,0,0,1,0,2
NM_199462.1,0,0,0,0,0,0,1,1,0,0
NM_199464.1,0,1,1,0,0,0,2,0,0,0
NM_199478.1,3,8,20,21,5,60,164,712,467,523
NM_199482.1,2,2,5,13,6,0,2,6,5,7
NM_199483.1,3,3,14,17,11,0,0,4,4,4
NM_199487.1,0,0,2,1,0,0,0,0,0,0
NM_199511.1,0,3,8,9,1,1,1,1,1,1
NM_199512.1,0,0,0,0,0,0,0,0,0,0
NM_201222.1,5,5,19,29,18,0,3,19,9,18
NM_201224.1,0,9,8,8,3,0,2,2,2,5
NM_201252.1,0,0,2,0,0,0,0,1,0,0
NM_201253.1,0,0,0,0,0,0,3,3,1,2
NM_201262.1,0,0,1,0,1,0,0,0,0,0
NM_201263.2,0,0,0,0,0,0,0,0,0,0
NM_201264.1,0,0,0,0,0,0,0,0,0,0
NM_201265.1,0,0,6,6,0,0,0,11,8,1
NM_201266.1,1,2,18,8,2,0,0,3,4,2
NM_201267.1,0,1,0,0,1,0,0,0,0,0
NM_201269.1,1,8,5,9,1,5,4,6,1,1
NM_201274.2,2,0,0,1,3,0,1,1,0,0
NM_201277.1,4,8,12,18,8,0,0,0,1,0
NM_201278.1,0,0,0,0,0,0,0,0,0,0
NM_201279.1,0,0,0,0,0,0,0,0,0,0
NM_201280.1,3,1,2,3,3,1,2,2,0,0
NM_201281.1,1,9,14,9,5,0,3,1,5,9
NM_201282.1,1,2,0,0,1,0,0,0,0,0
NM_201283.1,0,0,0,0,0,0,0,0,0,0
NM_201284.1,0,0,0,0,0,0,0,0,0,0
NM_201286.2,0,0,0,1,1,0,1,0,1,1
NM_201348.1,0,0,0,0,0,0,0,0,0,0
NM_201378.1,0,0,0,0,0,0,0,0,0,0
NM_201379.1,0,0,0,0,0,0,1,0,0,0
NM_201380.2,0,0,0,0,0,0,0,0,0,0
NM_201381.1,0,0,0,1,0,0,0,0,0,0
NM_201382.1,0,0,0,0,0,0,0,0,0,0
NM_201383.1,0,0,0,0,0,0,0,0,0,0
NM_201384.1,0,0,0,0,0,0,0,0,0,0
NM_201397.1,14,6,19,16,11,2,8,12,5,9
NM_201398.1,4,6,2,5,2,0,1,4,2,0
NM_201400.1,0,0,1,0,0,0,0,0,0,0
NM_201402.2,0,0,0,0,0,0,0,0,0,0
NM_201403.2,0,0,0,0,0,0,0,0,0,1
NM_201412.1,0,0,3,1,1,0,0,6,0,1
NM_201413.1,0,0,1,2,1,1,1,2,1,2
NM_201414.1,3,14,98,88,41,17,55,230,151,182
NM_201428.1,1,2,0,0,0,2,2,3,8,5
NM_201429.1,13,15,33,39,21,17,38,156,108,109
NM_201430.1,0,0,2,1,0,1,0,0,0,1
NM_201431.1,0,0,0,0,0,0,0,0,0,1
NM_201432.1,0,0,0,0,0,0,0,0,0,0
NM_201433.1,4,6,3,11,3,25,56,104,60,74
NM_201434.1,0,3,14,18,23,1,2,15,12,16
NM_201435.2,0,0,0,0,0,0,0,0,0,0
NM_201436.2,0,0,0,1,0,0,0,0,0,0
NM_201437.1,0,0,0,0,0,0,0,1,0,0
NM_201438.1,3,0,0,1,0,0,0,0,0,1
NM_201439.1,0,0,0,0,0,0,0,0,0,0
NM_201440.1,0,0,0,0,0,0,0,0,0,0
NM_201441.1,0,1,1,0,1,0,0,0,0,0
NM_201442.1,0,0,1,0,0,0,0,0,0,0
NM_201443.1,1,4,0,4,6,0,0,1,0,0
NM_201444.2,0,0,0,0,0,0,0,0,0,0
NM_201445.1,0,0,0,0,0,0,0,0,0,0
NM_201446.1,1,1,10,11,4,0,3,4,3,4
NM_201453.2,0,0,4,2,2,0,0,2,0,2
NM_201515.1,5,4,6,9,1,0,0,1,3,2
NM_201516.2,0,0,0,0,0,0,0,0,0,0
NM_201517.2,0,0,0,0,0,0,0,0,0,0
NM_201520.1,2,0,2,1,0,0,0,1,0,0
NM_201521.1,0,5,6,1,2,0,0,5,1,3
NM_201522.1,0,0,0,0,0,0,0,0,0,0
NM_201523.1,0,0,0,0,0,0,0,0,0,0
NM_201524.1,6,4,7,9,2,0,1,11,5,10
NM_201525.1,0,0,1,2,2,0,0,0,1,0
NM_201526.1,0,0,0,0,0,0,0,0,0,0
NM_201532.1,3,10,4,12,5,1,9,39,29,24
NM_201533.2,0,0,1,0,0,0,0,3,0,0
NM_201535.1,0,0,0,0,0,0,0,0,0,0
NM_201536.1,0,0,0,0,0,0,0,1,0,0
NM_201537.1,0,0,0,0,0,0,3,5,3,1
NM_201538.1,0,0,0,0,0,0,0,4,0,2
NM_201539.1,2,2,3,5,2,2,29,147,72,106
NM_201540.1,0,0,0,0,0,0,2,1,0,0
NM_201541.1,0,0,1,0,0,0,0,0,0,0
NM_201542.2,0,1,1,0,0,0,0,0,0,0
NM_201543.1,0,0,0,0,0,1,0,0,0,0
NM_201544.1,0,0,0,0,0,0,0,0,0,0
NM_201545.1,0,0,0,0,0,0,0,0,0,0
NM_201546.2,0,0,0,0,0,0,0,0,0,0
NM_201548.3,0,0,1,0,0,0,0,2,0,0
NM_201550.2,0,1,1,0,0,0,0,0,0,0
NM_201552.1,0,0,0,0,0,0,0,0,0,0
NM_201553.1,0,0,0,0,0,0,0,0,0,0
NM_201554.1,2,0,3,2,2,0,0,0,2,2
NM_201555.1,0,2,0,2,0,0,0,0,0,0
NM_201557.2,1,6,7,5,1,0,1,3,0,1
NM_201559.2,9,13,7,14,15,11,15,24,16,25
NM_201563.3,0,0,0,0,0,0,0,0,0,0
NM_201564.1,0,0,0,0,0,0,1,1,1,3
NM_201566.1,0,2,0,0,0,0,0,0,0,0
NM_201567.1,0,0,0,0,0,0,0,0,0,0
NM_201568.1,0,0,0,0,0,0,0,0,0,0
NM_201569.1,0,0,0,0,0,0,0,0,0,0
NM_201570.2,0,0,0,0,0,0,0,0,0,1
NM_201571.2,0,0,0,0,0,0,0,0,0,0
NM_201572.2,0,0,0,0,0,0,0,0,0,0
NM_201574.1,0,0,0,0,0,0,1,0,0,6
NM_201575.1,1,2,4,1,2,1,9,19,17,12
NM_201589.2,0,0,0,0,1,0,0,0,0,0
NM_201590.2,0,0,0,0,0,0,0,0,0,0
NM_201591.1,0,0,0,0,0,1,1,11,6,11
NM_201592.1,0,0,0,0,0,17,48,210,141,160
NM_201593.2,0,0,0,0,0,0,0,0,0,0
NM_201595.1,0,0,0,1,0,2,2,0,0,0
NM_201596.2,0,0,0,0,0,0,0,0,0,0
NM_201597.2,0,3,3,0,1,1,2,8,7,4
NM_201598.1,0,1,3,1,3,0,0,1,0,0
NM_201599.1,2,7,15,13,8,3,5,8,4,3
NM_201612.1,0,1,4,8,7,0,0,0,0,1
NM_201613.1,0,1,0,1,0,0,0,0,1,0
NM_201623.2,0,0,0,0,0,0,0,0,0,0
NM_201624.1,1,0,1,0,0,2,0,3,1,1
NM_201626.1,0,0,4,0,0,0,0,0,0,0
NM_201627.1,0,1,4,3,3,0,2,0,0,3
NM_201628.1,0,1,1,2,0,6,2,3,1,9
NM_201629.1,2,9,12,5,9,2,6,10,7,12
NM_201630.1,0,3,0,0,1,0,1,7,3,0
NM_201631.2,0,0,0,0,0,0,0,0,0,0
NM_201632.1,0,0,0,0,0,0,0,0,0,0
NM_201633.1,0,0,0,0,0,0,0,0,0,0
NM_201634.1,0,0,0,0,0,0,0,0,0,0
NM_201636.1,0,0,0,0,0,0,0,0,0,0
NM_201647.1,1,1,0,2,0,0,0,0,0,3
NM_201648.2,0,0,0,0,0,0,0,0,0,0
NM_201649.2,0,0,0,0,0,0,0,0,0,0
NM_201650.1,0,0,2,2,0,2,1,5,1,3
NM_201651.1,0,0,0,0,0,0,0,0,0,0
NM_201653.2,0,0,0,0,0,0,0,0,0,0
NM_201995.1,0,0,0,0,0,0,0,0,0,0
NM_201997.1,0,0,0,0,0,2,1,0,0,0
NM_201998.1,0,0,0,2,0,0,0,1,1,0
NM_201999.1,0,1,0,1,0,0,0,1,0,1
NM_202000.2,0,0,1,3,0,0,0,0,0,0
NM_202001.1,1,1,4,3,3,0,1,3,1,2
NM_202002.1,0,0,0,1,0,0,0,0,0,0
NM_202003.1,4,8,15,16,11,0,0,0,1,0
NM_202004.2,0,0,0,0,0,0,0,0,0,0
NM_202467.1,0,6,7,4,7,1,1,5,9,6
NM_202468.1,0,0,1,0,0,0,0,0,0,0
NM_202469.1,0,0,0,0,0,0,0,0,1,0
NM_202470.1,0,0,0,0,0,0,0,0,0,0
NM_202494.1,0,0,0,0,0,0,0,0,0,0
NM_203281.1,0,0,0,0,0,0,0,0,0,0
NM_203282.2,5,1,3,0,4,0,4,6,1,1
NM_203283.1,0,0,0,0,0,0,0,0,0,0
NM_203284.1,3,6,4,5,6,0,7,2,5,5
NM_203285.1,0,0,0,0,0,0,1,0,0,0
NM_203286.1,0,0,1,0,0,0,0,0,0,0
NM_203287.1,0,0,0,0,1,0,0,0,0,0
NM_203288.1,2,0,1,4,1,0,1,0,0,3
NM_203289.3,3,8,12,15,12,0,0,0,0,0
NM_203290.1,0,1,5,2,2,0,1,0,2,1
NM_203291.1,0,1,1,0,2,0,0,0,0,0
NM_203292.1,7,3,11,6,5,0,0,1,0,0
NM_203293.1,0,1,1,0,0,0,0,0,0,0
NM_203294.1,0,0,0,0,0,0,0,0,0,1
NM_203295.1,0,0,0,0,0,0,0,0,0,0
NM_203296.1,0,0,0,0,0,0,0,0,1,0
NM_203297.1,0,0,0,1,0,0,0,1,4,2
NM_203298.1,0,1,12,5,1,1,0,2,1,2
NM_203299.2,0,0,0,0,0,0,0,0,0,0
NM_203301.1,1,1,17,4,4,2,8,8,3,2
NM_203302.2,0,0,0,0,0,0,0,1,0,0
NM_203303.2,0,0,0,0,0,0,0,0,0,0
NM_203304.2,0,0,0,0,0,0,0,0,0,0
NM_203305.2,0,0,0,0,0,0,1,0,0,0
NM_203307.2,0,2,0,0,1,0,3,0,0,0
NM_203308.1,0,0,0,0,0,0,0,0,0,0
NM_203309.1,0,0,0,0,0,0,1,0,1,0
NM_203311.1,0,0,1,3,0,0,0,0,0,0
NM_203314.2,8,4,0,4,5,0,11,7,6,7
NM_203315.2,0,0,0,1,0,0,0,0,0,0
NM_203316.1,0,0,0,0,0,0,0,0,0,0
NM_203318.1,0,0,0,1,0,0,0,1,2,0
NM_203327.1,9,6,6,13,10,2,20,17,10,16
NM_203329.1,0,0,0,0,0,0,0,0,0,0
NM_203330.1,0,1,0,0,0,0,0,0,0,0
NM_203331.1,0,1,3,4,0,1,3,4,1,3
NM_203339.1,7,13,48,57,21,21,71,356,274,263
NM_203341.1,0,0,0,0,0,0,0,0,0,0
NM_203342.1,0,0,0,0,0,1,0,0,0,0
NM_203343.1,1,0,3,1,0,0,1,1,0,0
NM_203344.1,0,0,0,0,0,0,0,0,0,0
NM_203346.2,0,0,1,2,0,0,0,0,0,0
NM_203347.1,0,2,0,1,1,0,0,0,0,0
NM_203348.1,1,1,0,0,0,0,1,1,0,1
NM_203349.2,2,0,2,0,0,3,0,1,1,2
NM_203350.1,0,1,0,2,2,0,0,0,0,3
NM_203351.1,1,3,5,7,5,1,1,4,0,2
NM_203352.1,0,0,0,0,0,0,0,0,0,0
NM_203354.2,0,0,0,0,0,0,0,0,0,0
NM_203355.2,0,0,0,0,0,0,0,0,0,0
NM_203356.2,5,5,17,16,5,1,1,1,2,1
NM_203364.2,0,0,3,2,2,0,2,3,4,5
NM_203365.2,0,3,0,0,0,2,3,2,1,0
NM_203370.1,0,0,1,1,0,0,0,1,0,1
NM_203371.1,0,0,0,0,0,1,0,2,0,0
NM_203372.1,2,0,0,1,0,0,1,2,0,1
NM_203373.1,0,2,0,0,0,0,2,0,0,0
NM_203374.1,0,1,0,2,1,0,0,0,1,1
NM_203375.1,4,4,1,2,2,1,2,3,1,2
NM_203376.1,0,0,0,2,0,0,1,0,0,1
NM_203377.1,0,0,0,0,0,0,0,0,0,0
NM_203378.1,0,0,0,0,0,0,0,0,0,0
NM_203379.1,0,0,0,0,0,0,0,0,0,0
NM_203380.1,0,0,0,0,0,0,0,0,0,1
NM_203382.1,0,1,4,3,2,0,3,4,0,3
NM_203383.1,0,0,0,0,0,0,0,0,0,0
NM_203384.1,0,0,0,0,0,0,0,0,0,0
NM_203385.1,2,9,25,15,8,0,2,17,11,15
NM_203386.1,0,0,0,0,0,0,0,0,0,0
NM_203387.1,0,0,0,0,0,0,0,0,0,0
NM_203388.1,0,0,0,0,0,0,0,0,0,0
NM_203389.1,0,0,0,0,0,0,0,0,0,0
NM_203390.2,2,4,6,5,4,0,1,5,4,1
NM_203391.1,0,0,0,0,0,0,0,0,0,0
NM_203392.2,0,0,0,0,0,0,0,0,0,1
NM_203393.1,0,0,0,0,0,0,0,0,0,0
NM_203394.2,2,3,8,7,4,0,0,0,0,0
NM_203395.1,15,9,3,3,0,3,5,3,0,1
NM_203397.1,0,0,0,0,0,0,1,0,0,0
NM_203399.1,0,0,0,0,0,0,0,0,0,0
NM_203400.2,0,0,0,0,0,0,0,2,1,0
NM_203401.1,7,26,84,78,53,4,18,74,55,65
NM_203402.1,0,0,0,1,1,0,0,0,0,0
NM_203403.1,0,0,1,0,0,0,3,7,1,1
NM_203404.1,5,2,12,14,5,3,6,17,8,8
NM_203405.1,0,0,0,0,0,0,0,0,0,0
NM_203406.1,2,2,4,2,2,1,4,7,7,6
NM_203407.1,0,0,0,0,0,0,0,0,0,1
NM_203408.2,0,0,0,0,0,0,0,0,0,0
NM_203411.1,0,0,1,0,0,0,1,0,0,0
NM_203412.1,0,0,0,0,0,0,0,0,0,0
NM_203413.1,2,2,3,5,4,0,0,1,2,4
NM_203414.1,0,1,2,1,2,0,0,0,1,1
NM_203415.1,0,0,0,0,0,0,0,0,0,0
NM_203416.2,0,0,0,0,0,1,0,5,1,0
NM_203417.1,0,0,0,0,0,0,0,0,0,0
NM_203418.1,0,8,14,4,3,0,2,11,10,7
NM_203422.1,3,1,0,3,0,2,4,2,0,1
NM_203424.1,0,0,0,0,0,0,0,0,0,0
NM_203425.1,2,0,0,0,0,0,0,0,0,0
NM_203433.1,1,7,12,14,13,0,1,2,1,4
NM_203434.2,2,2,8,2,4,0,2,1,0,1
NM_203436.1,0,0,0,0,0,0,0,0,0,0
NM_203437.2,0,0,2,0,0,0,0,3,1,4
NM_203444.1,0,0,1,1,1,0,0,1,1,0
NM_203446.1,1,7,7,4,2,4,16,21,19,22
NM_203447.1,0,0,1,2,2,0,0,2,2,0
NM_203451.1,0,0,0,0,0,0,1,4,1,3
NM_203453.2,0,2,3,3,1,0,1,1,1,4
NM_203454.2,0,0,0,0,0,0,0,0,0,0
NM_203456.1,0,2,3,4,3,0,1,2,1,4
NM_203457.1,0,0,0,0,1,0,0,0,0,0
NM_203458.3,1,3,4,4,4,1,5,0,0,0
NM_203459.1,5,5,10,13,8,4,19,42,25,25
