RefSeq,JOA1,JOA2,JOA3,JOA4,JOA5,JOB1,JOB2,JOB3,JOB4,JOB5
NM_018172.2,0,0,0,0,0,0,0,0,0,0
NM_018173.2,1,1,2,2,1,1,1,1,0,1
NM_018174.4,2,7,5,5,5,0,10,11,8,4
NM_018176.2,0,0,0,1,0,0,1,6,3,2
NM_018177.2,3,9,11,6,2,2,4,0,0,1
NM_018178.3,3,3,6,6,4,0,2,0,2,1
NM_018179.3,2,11,7,4,1,0,3,6,3,2
NM_018180.2,1,3,6,1,3,0,1,2,0,2
NM_018181.4,2,2,10,3,1,3,9,15,13,10
NM_018182.2,0,0,0,0,0,0,0,0,0,0
NM_018183.2,2,7,5,4,2,4,4,4,4,3
NM_018184.2,2,12,10,9,10,5,9,39,27,27
NM_018186.2,1,2,3,10,6,0,0,1,1,0
NM_018188.2,4,5,7,10,5,0,2,3,2,2
NM_018189.3,0,5,21,20,13,0,0,0,0,0
NM_018190.2,0,0,0,0,0,0,0,1,2,1
NM_018191.3,1,1,4,3,3,1,2,11,3,0
NM_018192.2,0,0,7,8,2,0,0,0,0,0
NM_018193.2,7,8,32,29,20,1,1,0,0,0
NM_018194.2,0,1,1,0,0,0,0,0,0,1
NM_018195.3,0,1,9,7,4,0,1,9,2,6
NM_018196.1,0,1,1,0,0,0,0,1,2,0
NM_018197.2,0,7,4,3,3,0,2,3,1,1
NM_018198.2,0,5,4,7,2,0,1,7,0,0
NM_018199.2,0,0,3,2,5,0,1,8,6,5
NM_018200.2,5,6,5,11,7,4,3,3,6,10
NM_018201.2,5,13,4,4,0,0,5,14,4,4
NM_018202.3,0,3,10,3,10,3,0,4,3,8
NM_018203.1,0,0,0,0,0,0,1,6,5,1
NM_018204.3,0,0,1,1,1,0,0,1,0,1
NM_018205.2,0,0,0,0,0,0,0,0,0,0
NM_018206.3,6,14,25,23,15,3,9,33,27,26
NM_018207.1,0,1,0,2,2,0,2,1,0,1
NM_018208.1,0,0,2,3,4,0,1,0,2,1
NM_018209.2,4,7,24,23,11,0,5,18,4,4
NM_018210.2,4,0,8,5,4,1,3,9,6,1
NM_018211.2,0,1,1,5,5,0,5,5,2,2
NM_018212.4,27,32,51,31,28,10,28,23,8,10
NM_018214.4,1,3,2,1,0,0,0,2,0,1
NM_018215.2,0,2,3,2,1,1,16,37,13,25
NM_018216.1,1,5,3,1,3,0,2,5,5,1
NM_018217.1,0,0,4,7,2,0,0,0,2,3
NM_018218.2,1,3,9,6,2,1,1,0,2,1
NM_018219.1,0,0,0,0,0,0,0,0,0,0
NM_018221.3,0,6,12,5,2,0,1,2,2,0
NM_018222.3,2,3,8,4,8,1,3,2,3,3
NM_018223.1,1,3,8,3,2,0,0,0,2,3
NM_018224.2,1,2,6,9,7,1,2,3,2,1
NM_018225.2,2,10,13,19,9,10,8,8,4,7
NM_018226.3,7,8,8,8,1,0,1,4,3,3
NM_018227.5,5,7,16,20,11,0,2,9,9,4
NM_018228.2,0,2,1,0,0,0,0,0,0,0
NM_018229.2,0,4,5,4,5,0,4,6,7,5
NM_018230.2,4,2,17,15,7,10,3,8,2,5
NM_018231.1,1,1,1,1,0,0,0,3,0,0
NM_018233.3,16,24,17,16,12,1,6,4,3,4
NM_018234.2,0,0,0,0,0,0,0,0,0,0
NM_018235.1,3,4,18,20,12,0,9,18,17,16
NM_018237.2,10,12,29,29,20,2,8,17,5,13
NM_018238.2,1,5,3,6,3,2,1,5,5,4
NM_018239.2,0,0,6,4,1,1,1,5,4,3
NM_018240.4,0,0,4,0,0,0,0,0,0,0
NM_018241.1,5,2,6,3,2,0,2,1,2,0
NM_018242.2,2,1,3,1,1,0,3,2,0,2
NM_018243.2,10,7,25,18,13,1,8,14,16,16
NM_018244.3,3,0,11,10,4,0,0,8,6,5
NM_018245.1,0,0,1,2,1,1,6,17,11,15
NM_018246.2,3,4,6,8,8,0,6,9,5,8
NM_018247.2,4,9,13,19,9,5,23,36,26,35
NM_018248.1,1,0,3,6,1,0,0,0,0,0
NM_018249.4,6,10,16,16,10,0,3,6,5,3
NM_018250.1,0,4,2,2,2,0,1,1,0,1
NM_018252.2,0,1,1,1,2,1,0,2,3,5
NM_018254.2,0,5,6,8,5,0,11,9,5,8
NM_018255.1,0,6,7,20,8,3,3,5,2,1
NM_018256.2,1,6,9,5,9,0,0,1,0,2
NM_018257.1,8,9,11,12,7,0,2,11,12,16
NM_018259.4,1,4,6,9,5,1,2,3,1,2
NM_018260.1,2,0,0,0,0,0,0,0,0,1
NM_018261.3,2,2,6,4,2,0,3,5,6,5
NM_018262.2,0,0,0,0,0,0,0,0,0,0
NM_018263.4,1,7,6,8,1,2,6,4,1,1
NM_018264.2,2,0,5,6,4,1,0,0,1,1
NM_018265.1,2,3,1,5,2,0,4,1,0,0
NM_018266.1,2,0,5,1,4,3,3,0,1,0
NM_018268.2,0,0,9,10,7,1,2,7,8,9
NM_018269.1,6,3,13,13,7,1,2,5,7,4
NM_018270.3,0,2,4,16,3,0,0,5,6,0
NM_018271.3,0,0,2,0,0,0,0,1,2,1
NM_018272.3,0,0,0,0,0,0,0,0,0,0
NM_018273.2,0,0,5,3,1,0,1,0,1,0
NM_018275.3,0,2,2,2,1,0,1,5,2,1
NM_018279.3,3,1,11,3,5,1,2,1,3,2
NM_018280.2,0,0,0,0,0,0,0,0,0,0
NM_018281.2,0,0,0,0,0,0,0,1,1,0
NM_018283.1,0,10,8,3,4,1,5,9,0,0
NM_018284.2,0,1,0,3,1,0,0,0,0,1
NM_018285.2,3,3,10,10,10,0,0,5,8,4
NM_018286.2,0,0,4,1,0,0,0,1,0,1
NM_018287.5,3,1,3,2,2,3,13,7,3,5
NM_018288.2,1,4,16,7,4,0,1,6,1,2
NM_018289.2,0,1,2,1,0,0,6,4,0,1
NM_018290.2,0,4,7,11,5,0,1,3,1,0
NM_018291.2,0,2,0,1,2,0,0,0,1,1
NM_018292.3,2,8,4,7,3,1,2,1,2,5
NM_018293.2,2,3,1,0,5,1,0,8,1,6
NM_018294.4,1,1,1,4,4,0,4,0,2,4
NM_018295.2,2,2,2,2,1,0,1,1,0,1
NM_018296.4,0,0,0,0,0,0,0,0,0,0
NM_018297.2,1,3,15,11,4,1,0,5,1,5
NM_018298.9,0,2,0,0,0,0,1,1,1,2
NM_018299.3,3,2,6,6,3,4,7,5,6,8
NM_018300.2,2,2,6,9,1,0,3,11,8,9
NM_018301.2,2,4,2,1,0,0,2,0,0,0
NM_018302.1,0,0,0,0,0,0,0,0,0,0
NM_018303.4,5,9,5,6,3,1,2,9,3,12
NM_018304.2,8,8,6,2,3,0,2,2,0,1
NM_018306.2,0,0,0,0,0,0,0,0,0,0
NM_018307.3,0,0,2,0,0,0,1,2,1,0
NM_018308.1,0,0,0,0,0,0,0,0,0,0
NM_018309.1,1,1,3,4,1,0,2,5,2,0
NM_018310.2,1,3,2,2,0,0,0,0,0,1
NM_018312.3,7,5,12,13,8,1,10,7,4,10
NM_018313.3,0,1,0,0,0,0,0,0,1,0
NM_018314.3,0,0,0,1,1,2,0,0,1,2
NM_018315.4,0,0,1,1,0,0,3,4,5,5
NM_018316.1,1,2,1,3,1,0,1,1,2,3
NM_018317.1,1,0,3,2,2,1,0,2,1,0
NM_018318.3,1,0,3,1,2,0,11,15,3,7
NM_018319.3,0,0,4,4,1,1,0,1,1,1
NM_018320.3,0,5,5,3,1,0,1,4,2,3
NM_018321.3,4,3,18,18,12,0,0,2,3,4
NM_018322.1,0,1,1,3,1,0,0,1,2,0
NM_018323.2,1,1,8,8,2,0,0,0,0,0
NM_018324.1,0,4,0,0,0,0,0,0,0,0
NM_018325.1,2,3,1,3,3,1,5,10,3,8
NM_018326.2,0,0,0,0,0,0,0,3,1,1
NM_018327.2,0,0,3,0,2,0,0,0,0,1
NM_018328.3,0,2,1,3,1,2,2,1,1,1
NM_018330.4,3,6,20,9,9,2,6,43,32,21
NM_018332.3,2,2,4,11,2,1,2,5,1,4
NM_018334.4,0,0,0,0,0,0,0,1,0,1
NM_018335.3,2,1,2,5,0,1,3,1,1,2
NM_018337.2,0,3,4,5,2,0,1,3,2,4
NM_018338.2,0,0,0,0,0,0,0,0,0,0
NM_018339.4,2,8,10,12,2,1,5,19,5,9
NM_018340.2,15,23,12,15,6,2,13,9,1,6
NM_018341.1,3,1,2,2,1,0,0,1,2,1
NM_018342.3,1,1,0,1,0,6,12,25,19,27
NM_018343.1,1,1,6,7,4,0,0,1,0,0
NM_018344.4,0,2,3,0,1,0,0,0,2,1
NM_018346.1,1,3,10,3,2,0,1,6,5,4
NM_018347.1,1,0,3,1,0,0,1,1,5,0
NM_018348.5,0,2,0,1,5,0,0,2,1,0
NM_018349.2,0,1,0,1,0,0,0,0,0,0
NM_018351.2,2,2,2,2,2,1,1,0,0,0
NM_018352.2,1,2,2,5,1,0,1,2,2,2
NM_018353.3,3,3,10,6,5,0,1,2,1,1
NM_018354.1,1,0,0,2,1,0,0,1,1,0
NM_018355.2,1,0,5,1,0,2,2,4,1,4
NM_018356.1,7,1,1,2,2,0,2,1,0,1
NM_018357.2,4,2,6,2,1,0,1,13,9,8
NM_018358.2,5,6,9,3,7,1,2,6,4,4
NM_018359.1,2,0,3,4,3,0,3,2,2,1
NM_018360.1,1,3,5,4,2,0,2,3,0,1
NM_018361.3,3,13,16,19,9,6,2,9,8,6
NM_018362.2,3,6,8,4,4,3,12,6,7,7
NM_018363.2,0,1,0,0,0,0,1,0,0,0
NM_018364.3,1,3,1,6,5,1,6,11,5,14
NM_018365.1,0,0,1,1,1,1,0,0,2,1
NM_018366.2,0,1,4,5,0,0,0,0,1,1
NM_018367.4,0,2,2,0,1,0,1,7,0,3
NM_018368.2,3,5,4,3,4,5,6,32,18,11
NM_018369.1,1,2,4,1,6,0,1,0,0,0
NM_018370.2,1,3,2,6,5,0,0,2,0,0
NM_018371.3,0,5,2,2,0,0,0,9,4,10
NM_018372.3,1,2,6,5,6,2,2,1,2,4
NM_018373.1,0,1,5,0,2,0,2,3,0,1
NM_018374.2,4,5,27,15,10,9,13,26,17,25
NM_018375.2,0,6,3,4,1,1,3,3,4,3
NM_018376.2,0,1,0,0,0,0,0,3,4,5
NM_018378.2,0,0,1,3,1,0,0,5,1,1
NM_018379.3,0,0,1,2,1,0,2,6,5,2
NM_018380.2,6,2,4,0,1,0,0,0,1,2
NM_018381.1,4,1,3,6,1,0,2,4,4,4
NM_018383.3,2,2,8,4,2,0,3,2,1,2
NM_018384.3,0,0,0,0,0,0,0,0,0,1
NM_018385.1,3,3,14,8,5,0,2,4,4,1
NM_018386.1,0,7,15,9,1,2,0,7,4,2
NM_018387.2,12,3,13,8,4,4,9,10,1,5
NM_018388.2,2,1,3,2,0,0,0,0,0,0
NM_018389.3,1,2,3,8,2,0,2,0,0,0
NM_018390.2,12,5,4,8,3,1,3,4,0,1
NM_018392.3,1,1,1,0,0,0,2,5,0,0
NM_018393.2,0,0,1,1,0,10,2,6,1,0
NM_018394.1,1,4,5,3,5,1,3,5,4,5
NM_018396.2,13,10,13,10,5,3,11,10,6,3
NM_018397.2,1,0,3,0,1,0,1,1,1,2
NM_018398.2,0,0,0,0,0,0,4,9,2,3
NM_018399.3,0,0,0,0,0,0,0,0,0,0
NM_018400.3,1,5,0,0,1,1,6,22,15,15
NM_018401.1,0,2,0,0,2,0,0,1,0,0
NM_018402.1,0,2,0,0,0,0,0,0,0,0
NM_018403.4,13,13,10,7,4,2,4,2,5,4
NM_018404.2,0,0,0,1,1,0,0,0,0,0
NM_018405.2,0,1,3,5,4,0,0,9,2,7
NM_018406.3,0,1,1,0,0,0,0,0,0,0
NM_018407.4,4,6,42,48,27,0,3,10,13,5
NM_018409.2,1,3,0,1,0,0,4,2,1,0
NM_018410.3,3,5,12,8,6,0,0,1,0,0
NM_018411.3,0,1,1,0,0,1,2,6,5,9
NM_018412.3,0,3,4,1,4,1,2,5,3,4
NM_018413.3,1,3,4,1,0,0,1,0,1,2
NM_018414.3,0,0,1,0,3,0,2,0,1,0
NM_018416.2,0,2,8,8,2,0,6,9,1,3
NM_018417.2,0,0,0,0,0,0,0,0,0,0
NM_018418.3,1,0,0,0,0,0,0,0,0,0
NM_018419.2,0,2,0,1,0,0,0,0,0,0
NM_018420.1,0,0,0,0,0,1,2,3,0,6
NM_018421.2,0,0,0,1,0,0,1,1,0,0
NM_018423.1,0,2,6,3,3,0,0,3,7,4
NM_018424.2,1,0,2,2,1,0,0,0,0,0
NM_018425.2,1,1,7,6,1,0,2,6,6,5
NM_018426.1,1,4,4,4,5,3,9,6,10,6
NM_018427.3,1,7,16,7,8,0,4,7,1,6
NM_018428.2,8,8,19,9,7,0,1,4,1,1
NM_018429.2,8,7,13,15,3,7,14,10,6,8
NM_018430.2,1,0,0,1,0,0,0,2,0,1
NM_018431.3,1,1,1,0,0,0,1,0,1,2
NM_018433.3,7,7,13,17,7,3,3,6,6,5
NM_018434.4,1,4,11,9,2,0,3,10,6,8
NM_018436.3,0,0,0,0,0,0,0,0,0,0
NM_018437.3,2,3,5,8,3,0,0,1,0,0
NM_018438.4,0,2,2,0,1,1,0,0,0,0
NM_018439.2,1,3,8,1,5,0,3,10,4,1
NM_018440.3,9,9,2,6,3,2,9,14,8,8
NM_018441.3,0,4,1,4,0,0,0,2,2,1
NM_018442.2,0,0,1,0,0,0,0,0,0,0
NM_018443.2,0,0,0,0,0,0,0,0,0,1
NM_018444.2,6,1,4,3,2,1,17,25,9,15
NM_018445.4,0,3,9,6,5,0,1,10,3,2
NM_018446.2,1,2,10,13,6,0,3,3,2,3
NM_018447.1,0,6,7,7,3,0,3,5,2,3
NM_018448.2,9,7,37,22,11,7,11,18,16,11
NM_018449.2,5,4,14,9,5,1,1,5,4,2
NM_018451.3,3,2,9,8,5,0,3,2,4,0
NM_018452.3,0,0,2,3,0,0,3,11,2,4
NM_018453.3,4,3,6,14,6,0,2,2,3,7
NM_018454.5,4,11,36,23,16,0,0,0,0,0
NM_018455.3,1,1,3,8,0,0,0,0,0,1
NM_018456.4,0,0,0,1,1,0,0,0,0,1
NM_018457.3,4,11,16,18,14,0,5,5,7,7
NM_018460.2,0,0,2,0,0,0,0,0,0,0
NM_018461.2,0,0,0,1,0,0,2,2,0,0
NM_018462.4,1,5,16,25,15,4,4,24,13,17
NM_018463.2,0,0,1,0,0,0,0,2,2,1
NM_018464.2,0,0,5,4,1,0,1,6,5,7
NM_018465.2,2,1,0,2,2,0,0,0,0,4
NM_018466.3,0,1,3,1,2,1,1,1,1,1
NM_018467.2,1,0,3,3,1,0,3,3,2,0
NM_018469.3,2,2,3,5,2,0,8,12,8,12
NM_018471.2,1,5,39,23,12,0,4,17,15,11
NM_018472.2,0,0,0,0,0,0,0,0,0,0
NM_018473.2,1,0,14,4,2,5,0,1,0,0
NM_018474.3,0,0,4,9,2,2,2,2,4,3
NM_018475.2,1,5,15,14,6,0,4,7,8,5
NM_018476.3,0,3,6,4,4,4,5,25,22,23
NM_018477.2,4,2,13,9,4,0,5,19,4,8
NM_018479.2,1,9,9,14,12,0,3,3,4,6
NM_018480.2,1,1,12,15,7,0,1,4,6,6
NM_018482.2,7,7,9,12,9,0,4,6,3,6
NM_018484.2,0,0,0,0,0,0,0,0,0,0
NM_018485.1,0,0,0,0,0,0,0,0,0,0
NM_018486.1,0,0,4,0,0,0,1,1,2,1
NM_018487.2,0,1,0,0,0,1,0,4,0,0
NM_018488.2,0,0,0,0,0,0,0,0,0,0
NM_018489.2,2,9,11,10,2,3,24,27,15,28
NM_018490.1,2,5,8,14,10,1,2,4,10,8
NM_018491.3,1,1,7,3,1,0,0,3,0,0
NM_018492.2,1,2,18,15,7,0,0,0,0,0
NM_018494.3,0,0,0,1,0,0,0,1,0,1
NM_018502.3,3,0,1,2,2,0,0,0,2,1
NM_018509.2,22,7,37,35,15,0,2,9,8,5
NM_018518.3,2,9,10,8,6,0,0,0,1,0
NM_018527.2,0,0,1,1,0,0,0,1,0,0
NM_018530.2,0,0,0,0,0,0,0,1,0,0
NM_018534.3,0,0,0,0,0,0,0,0,0,0
NM_018538.3,0,0,0,0,0,0,0,0,0,0
NM_018553.2,4,5,4,4,0,0,0,1,5,2
NM_018555.5,1,1,0,1,0,0,0,2,0,0
NM_018556.3,0,0,0,0,0,0,0,0,0,0
NM_018557.2,0,0,0,0,0,0,15,4,1,2
NM_018558.1,0,0,0,0,0,0,2,0,0,0
NM_018559.2,0,0,3,0,0,0,0,0,1,2
NM_018561.3,1,0,0,2,2,0,1,1,0,0
NM_018566.3,3,1,10,7,3,4,1,4,2,1
NM_018569.3,15,3,10,8,2,2,4,7,3,4
NM_018571.5,2,5,6,7,5,0,0,1,0,7
NM_018584.5,3,11,23,15,14,4,31,118,88,98
NM_018590.3,0,0,11,8,4,0,3,3,2,5
NM_018593.3,1,0,3,0,0,0,0,0,0,0
NM_018602.2,1,0,1,0,2,0,8,25,17,12
NM_018622.5,0,0,0,1,1,0,0,0,0,0
NM_018638.4,7,17,20,20,9,2,8,16,13,22
NM_018639.3,2,5,13,11,8,5,12,27,23,23
NM_018640.3,0,0,0,0,0,1,18,30,20,24
NM_018641.3,1,3,3,3,3,0,2,2,2,3
NM_018643.2,0,0,0,0,0,0,0,0,0,0
NM_018644.3,0,0,6,1,0,7,20,48,18,28
NM_018645.3,3,4,9,5,8,1,1,2,6,5
NM_018646.2,0,0,0,0,1,0,0,0,0,0
NM_018647.2,0,1,0,2,2,0,0,0,0,0
NM_018648.3,1,5,11,12,5,0,1,2,1,4
NM_018649.2,1,0,2,4,0,0,0,3,1,0
NM_018650.3,0,1,0,0,0,2,6,11,7,5
NM_018651.2,0,0,1,2,1,1,1,2,0,0
NM_018652.4,0,0,0,0,0,0,0,0,0,0
NM_018653.3,0,0,0,0,0,1,0,0,0,0
NM_018654.1,0,0,0,0,0,0,0,0,0,0
NM_018655.2,0,0,0,0,0,0,0,0,0,0
NM_018656.2,15,21,6,11,3,2,14,4,3,10
NM_018657.3,2,2,6,2,2,1,2,4,5,4
NM_018658.1,0,0,0,0,0,0,0,0,0,0
NM_018659.2,2,1,2,1,1,0,0,0,0,0
NM_018660.2,13,20,7,16,6,0,3,2,2,1
NM_018661.3,0,0,0,0,0,0,0,0,0,0
NM_018662.2,0,0,0,0,0,0,0,0,0,0
NM_018663.1,1,0,4,4,1,0,1,2,0,3
NM_018664.1,0,0,1,2,0,0,0,0,0,0
NM_018665.1,0,1,0,1,0,0,0,0,0,0
NM_018666.2,0,1,0,1,0,0,0,0,0,0
NM_018667.2,0,0,1,1,0,1,2,3,1,5
NM_018668.3,1,2,1,2,1,2,3,2,2,1
NM_018669.4,0,2,3,6,2,0,0,0,0,0
NM_018670.2,0,0,0,0,1,0,0,1,0,1
NM_018671.3,0,0,0,0,0,0,0,0,0,0
NM_018672.2,2,8,5,5,2,0,12,11,10,8
NM_018674.3,0,0,0,1,0,0,1,1,0,1
NM_018676.2,0,0,0,0,0,0,0,0,1,0
NM_018677.2,0,4,7,6,4,0,3,7,0,3
NM_018679.4,0,0,0,0,0,0,0,0,0,0
NM_018682.3,8,20,21,13,8,11,16,14,11,16
NM_018683.3,4,10,23,22,8,1,2,0,7,4
NM_018684.1,0,0,1,2,1,0,0,4,2,1
NM_018685.2,10,16,33,34,24,4,6,12,19,17
NM_018686.3,8,8,19,13,6,0,5,20,5,7
NM_018688.4,0,1,11,4,7,0,0,0,1,2
NM_018689.1,4,4,10,0,10,1,2,4,2,2
NM_018690.2,0,0,0,0,1,0,0,1,0,0
NM_018691.2,0,2,1,5,3,2,2,1,2,1
NM_018693.2,2,3,3,4,2,1,1,6,4,5
NM_018694.2,4,3,16,19,4,1,1,12,4,6
NM_018695.2,1,1,0,1,0,0,1,0,0,1
NM_018696.2,2,0,2,2,0,0,0,2,1,0
NM_018697.3,0,0,5,6,3,1,3,13,9,12
NM_018698.3,4,1,4,1,2,0,0,1,1,2
NM_018699.2,0,0,1,0,1,0,2,1,0,0
NM_018700.3,0,0,5,2,1,0,0,2,3,6
NM_018702.1,0,0,0,0,0,0,0,3,2,2
NM_018703.3,7,8,20,18,16,0,6,11,6,8
NM_018704.1,0,2,3,0,0,1,2,3,2,3
NM_018706.5,6,10,24,4,9,1,2,5,1,0
NM_018708.2,0,2,12,2,0,0,2,5,1,4
NM_018710.1,2,3,5,10,1,1,2,5,8,12
NM_018711.2,1,1,0,0,1,3,3,16,3,12
NM_018712.2,19,31,13,16,7,2,21,12,14,19
NM_018713.2,0,0,0,3,3,0,0,1,2,0
NM_018714.2,4,3,8,4,1,1,1,13,4,4
NM_018715.1,20,17,30,29,18,1,3,7,3,1
NM_018717.3,0,1,3,0,2,1,5,0,1,1
NM_018718.1,1,3,1,3,0,0,3,2,2,5
NM_018719.2,3,6,5,7,6,1,1,0,0,0
NM_018723.2,0,1,0,0,0,0,1,4,0,2
NM_018724.3,0,0,0,0,0,0,0,0,0,0
NM_018725.3,0,0,1,3,2,1,1,3,2,1
NM_018727.5,0,0,0,0,0,0,2,0,0,0
NM_018728.2,1,5,4,1,4,3,2,3,1,1
NM_018833.2,1,0,5,1,2,0,0,2,1,2
NM_018834.4,0,0,2,0,1,0,1,0,0,0
NM_018835.1,2,5,1,1,1,0,2,2,2,1
NM_018836.3,0,4,7,0,2,0,1,1,1,3
NM_018837.2,2,13,19,14,8,0,0,5,1,8
NM_018838.3,0,3,5,10,7,0,1,6,2,6
NM_018839.3,0,0,0,0,0,0,0,0,0,1
NM_018840.2,0,1,1,3,4,0,1,4,1,2
NM_018841.4,3,18,14,23,8,0,2,3,3,4
NM_018842.3,2,5,3,2,4,0,1,0,1,0
NM_018843.2,3,1,2,4,3,0,1,2,1,3
NM_018844.2,0,1,0,2,0,0,0,2,1,7
NM_018845.2,8,12,6,8,3,0,0,2,0,1
NM_018846.2,1,1,2,7,1,0,0,13,2,8
NM_018847.2,0,3,4,5,7,0,3,14,10,9
NM_018848.2,0,0,0,0,0,1,0,2,0,0
NM_018849.2,0,0,0,0,0,0,0,0,0,0
NM_018850.2,0,0,0,0,1,0,0,0,0,0
NM_018890.2,0,0,1,3,2,0,0,1,1,0
NM_018891.1,0,2,0,1,1,0,0,0,0,1
NM_018896.3,0,0,0,0,0,0,0,0,0,0
NM_018897.2,0,1,0,0,0,0,0,0,1,0
NM_018898.3,0,0,0,0,0,0,0,0,0,1
NM_018899.4,0,0,0,1,0,0,0,3,0,2
NM_018900.2,0,0,0,0,0,0,0,0,0,0
NM_018901.2,0,0,0,0,0,1,0,0,0,0
NM_018902.3,0,0,0,0,0,0,0,1,0,0
NM_018903.2,0,0,0,1,0,0,0,0,0,0
NM_018904.2,0,0,0,0,0,0,0,0,0,0
NM_018905.2,0,0,0,0,0,0,0,0,0,1
NM_018906.2,0,0,0,0,0,0,2,0,0,0
NM_018907.2,0,0,0,0,0,0,1,4,1,0
NM_018908.2,0,0,0,0,0,0,0,0,0,0
NM_018909.2,0,0,0,0,0,0,0,0,0,0
NM_018910.2,0,0,0,0,0,0,0,0,0,0
NM_018911.2,0,0,0,0,0,0,0,1,0,0
NM_018912.2,0,0,0,0,0,0,0,0,0,0
NM_018913.2,0,1,1,0,0,1,0,0,0,0
NM_018914.2,0,1,1,0,0,1,0,0,0,0
NM_018915.2,0,0,0,0,0,0,0,0,0,0
NM_018916.3,0,0,0,0,0,0,0,0,0,0
NM_018917.2,1,0,0,0,0,0,0,0,0,0
NM_018918.2,0,0,0,0,0,0,1,2,0,1
NM_018919.2,0,0,0,0,0,0,0,0,2,0
NM_018920.2,0,0,2,0,1,0,0,1,0,0
NM_018921.2,0,0,0,0,0,0,0,0,0,0
NM_018922.2,3,0,0,0,0,0,0,1,0,0
NM_018923.2,0,0,0,1,0,0,0,0,2,0
NM_018924.2,0,0,0,0,0,0,1,0,0,0
NM_018925.2,0,0,1,1,0,0,0,2,0,0
NM_018926.2,0,0,0,0,0,0,0,1,1,0
NM_018927.2,0,0,0,1,0,1,1,0,1,0
NM_018928.2,0,0,0,0,0,0,0,1,0,0
NM_018929.2,0,0,0,0,0,0,0,1,0,0
NM_018930.3,0,0,0,0,0,0,0,0,1,0
NM_018931.2,0,0,0,1,0,0,0,0,0,0
NM_018932.3,0,0,1,0,0,0,0,1,0,1
NM_018933.2,0,0,0,0,1,0,1,2,0,1
NM_018934.2,0,0,0,1,1,1,1,1,1,3
NM_018935.2,0,0,0,0,0,0,0,2,0,2
NM_018936.2,0,0,1,1,1,0,1,1,0,0
NM_018937.2,0,0,0,0,0,0,0,0,0,0
NM_018938.2,0,0,1,0,1,0,3,9,2,2
NM_018939.2,0,0,0,0,0,0,0,2,2,2
NM_018940.2,0,0,0,0,0,0,0,0,0,1
NM_018941.3,4,10,6,5,2,0,5,6,4,6
NM_018942.2,0,0,0,0,0,0,0,0,0,0
NM_018943.1,0,0,0,0,0,5,3,3,9,9
NM_018944.2,2,5,1,5,8,0,0,1,0,0
NM_018945.3,0,1,0,2,1,2,2,1,1,3
NM_018946.2,0,9,3,12,10,0,1,2,5,2
NM_018947.4,12,24,71,52,22,5,17,53,23,27
NM_018948.2,9,14,29,35,29,1,3,8,5,7
NM_018949.1,0,0,0,0,0,0,0,0,0,0
NM_018950.2,0,0,0,0,0,0,0,0,0,0
NM_018951.3,0,1,2,3,2,1,1,1,3,1
NM_018952.4,0,0,1,2,0,0,0,0,0,0
NM_018953.2,1,0,0,0,0,0,0,0,0,0
NM_018955.2,17,26,134,103,71,8,25,108,54,55
NM_018956.3,0,0,0,0,0,0,0,0,0,3
NM_018957.3,2,2,4,4,1,1,2,5,0,1
NM_018958.2,3,7,3,1,2,5,2,2,2,2
NM_018959.2,0,0,4,6,1,0,0,0,1,2
NM_018960.4,0,0,0,0,0,0,0,0,0,0
NM_018961.2,0,0,0,0,0,0,0,0,0,0
NM_018962.1,3,1,0,0,0,0,1,0,0,1
NM_018963.3,4,7,4,5,1,4,10,5,4,3
NM_018964.3,0,1,3,3,2,0,0,1,4,1
NM_018965.1,0,0,0,0,0,0,0,0,0,1
NM_018967.2,0,0,0,0,0,1,0,1,1,0
NM_018968.2,0,0,0,2,0,0,0,0,0,0
NM_018969.3,0,0,0,0,0,0,0,1,0,1
NM_018970.5,0,0,1,1,1,1,1,4,3,4
NM_018971.1,0,0,0,0,0,0,0,1,1,0
NM_018972.2,1,0,0,5,0,1,5,23,12,13
NM_018973.3,0,0,3,2,1,0,0,0,0,3
NM_018974.2,0,0,1,0,0,0,0,0,0,0
NM_018975.2,2,3,8,13,9,4,15,77,49,46
NM_018976.3,33,49,105,94,60,2,11,20,20,28
NM_018977.2,0,0,0,0,0,1,9,9,9,2
NM_018979.2,15,41,44,42,32,11,53,62,40,39
NM_018980.2,0,1,0,0,0,0,0,1,0,0
NM_018981.1,5,6,24,19,18,1,8,9,6,7
NM_018982.3,5,0,2,2,4,0,1,5,5,3
NM_018983.3,1,0,2,0,0,0,0,0,1,0
NM_018984.2,0,2,1,4,3,0,1,2,2,2
NM_018986.3,0,1,4,3,4,0,0,0,1,0
NM_018988.2,0,1,0,1,0,0,5,4,1,5
NM_018990.2,0,2,0,4,0,0,0,2,0,0
NM_018991.2,0,0,0,0,0,0,0,0,0,0
NM_018992.2,1,4,14,10,7,0,0,0,1,3
NM_018993.2,2,1,9,2,0,2,1,2,3,4
NM_018994.1,2,4,2,4,0,0,5,7,2,4
NM_018995.1,0,0,1,0,0,0,0,0,0,0
NM_018996.2,2,3,1,1,0,4,11,6,1,4
NM_018997.1,3,4,14,8,3,1,0,9,4,3
NM_018998.2,7,3,14,17,7,0,10,12,8,11
NM_018999.2,2,8,4,7,5,8,12,20,11,10
NM_019000.3,0,0,0,0,0,0,0,0,0,0
NM_019001.3,7,8,7,9,6,1,4,2,5,4
NM_019002.3,0,1,3,4,2,0,0,4,4,0
